audit_name,settings,operator,map,remediation
18.10.15.2 (L2) Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage' (Automated),Enabled: Disable Authenticated Proxy usage,==,"{ ""0"": ""Disabled"", ""1"": ""Enabled: Disable Authenticated Proxy usage"" }","To establish the recommended configuration via GP, set the following UI path to Enabled: Disable Authenticated Proxy usage: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service"
18.10.15.3 (L1) Ensure 'Disable OneSettings Downloads' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Disable OneSettings Downloads"
18.10.15.4 (L1) Ensure 'Do not show feedback notifications' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Do not show feedback notifications"
18.10.15.5 (L1) Ensure 'Enable OneSettings Auditing' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Enable OneSettings Auditing"
18.10.15.6 (L1) Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Limit Diagnostic Log Collection"
18.10.15.7 (L1) Ensure 'Limit Dump Collection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled. Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Limit Dump Collection"
18.10.15.8 (L1) Ensure 'Toggle user control over Insider builds' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Toggle user control over Insider builds"
18.10.16.1 (L1) Ensure 'Download Mode' is NOT set to 'Enabled: Internet' (Automated),"Enabled: HTTP only,Enabled: LAN (NAT),Enabled: LAN (Private Group),Enabled: Simple,Enabled: Bypass",one_of,"{""0"":""Enabled: HTTP only"",""1"":""Enabled: LAN (NAT)"",""2"":""Enabled: LAN (Private Group)"",""3"":""Enabled: Internet"",""99"":""Enabled: Simple"",""100"":""Enabled: Bypass""}","To establish the recommended configuration via GP, set the following UI path to any value other than Enabled: Internet (3): Computer Configuration\Policies\Administrative Templates\Windows Components\Delivery Optimization\Download Mode"
18.10.17.1 (L1) Ensure 'Enable App Installer' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Desktop App Installer\Enable App Installer"
18.10.17.2 (L1) Ensure 'Enable App Installer Experimental Features' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Desktop App Installer\Enable App Installer Experimental Features"
18.10.17.3 (L1) Ensure 'Enable App Installer Hash Override' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Desktop App Installer\Enable App Installer Hash Override"
18.10.17.4 (L1) Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Desktop App Installer\Enable App Installer ms-appinstaller protocol"
18.10.25.1.1 (L1) Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Application\Control Event Log behavior when the log file reaches its maximum size"
"18.10.25.1.2 (L1) Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",32768,>=,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 32,768 or greater: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Application\Specify the maximum log file size (KB)"
18.10.25.2.1 (L1) Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Security\Control Event Log behavior when the log file reaches its maximum size"
"18.10.25.2.2 (L1) Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater' (Automated)",196608,>=,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 196,608 or greater: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Security\Specify the maximum log file size (KB)"
18.10.25.3.1 (L1) Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Setup\Control Event Log behavior when the log file reaches its maximum size"
"18.10.25.3.2 (L1) Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",32768,>=,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 32,768 or greater: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Setup\Specify the maximum log file size (KB)"
18.10.25.4.1 (L1) Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\System\Control Event Log behavior when the log file reaches its maximum size"
"18.10.25.4.2 (L1) Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",32768,>=,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 32,768 or greater: Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\System\Specify the maximum log file size (KB)"
18.10.28.2 (L1) Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\File Explorer\Turn off Data Execution Prevention for Explorer"
18.10.28.3 (L1) Ensure 'Turn off heap termination on corruption' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\File Explorer\Turn off heap termination on corruption"
18.10.28.4 (L1) Ensure 'Turn off shell protocol protected mode' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\File Explorer\Turn off shell protocol protected mode"
18.10.34.1 (L1) Ensure 'Disable Internet Explorer 11 as a standalone browser' is set to 'Enabled: Always' (Automated),Enabled: Always,==,"{""0"":""Disabled"",""1"":""Enabled: Always""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Always: Computer Configuration\Policies\Administrative Templates\Windows Components\Internet Explorer\Disable Internet Explorer 11 as a standalone browser"
18.10.36.1 (L2) Ensure 'Turn off location' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Location and Sensors\Turn off location"
18.10.40.1 (L2) Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Messaging\Allow Message Service Cloud Sync"
18.10.41.1 (L1) Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft accounts\Block all consumer Microsoft account user authentication"
18.10.42.5.1 (L1) Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\MAPS\Configure local setting override for reporting to Microsoft MAPS"
18.10.42.5.2 (L2) Ensure 'Join Microsoft MAPS' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\MAPS\Join Microsoft MAPS"
18.10.42.6.1.1 (L1) Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Microsoft Defender Exploit Guard\Attack Surface Reduction\Configure Attack Surface Reduction rules"
18.10.42.6.1.2 (L1) Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured (Automated),"26190899-1602-49e8-8b27-eb1d0a1ce869=1 && 3b576869-a4ec-4529-8536-b80a7769e899=1,56a863a9-875e-4185-98a7-b882c64b5ce5=1,5beb7efe-fd9a-4556-801d-275e5ffc04cc=1,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84=1,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c=1,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b=1,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2=1,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4=1,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550=1,d3e037e1-3eb8-44c8-a917-57927947596d=1,d4f940ab-401b-4efc-aadc-ad5f3c50688a=1,e6db77e5-3df2-4cf1-b95a-636979351e5b=1",kv_only,,"To establish the recommended configuration via GP, set the following UI path so that26190899-1602-49e8-8b27-eb1d0a1ce869, 3b576869-a4ec-4529-8536-b80a7769e899,56a863a9-875e-4185-98a7-b882c64b5ce5, 5beb7efe-fd9a-4556-801d-275e5ffc04cc,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,d3e037e1-3eb8-44c8-a917-57927947596d, d4f940ab-401b-4efc-aadc-ad5f3c50688a, and e6db77e5-3df2-4cf1-b95a-636979351e5b are each set to a value of 1: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Microsoft Defender Exploit Guard\Attack Surface Reduction\Configure Attack Surface Reduction rules: Set the state for each ASR rule"
18.10.42.6.3.1 (L1) Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block' (Automated),Enabled: Block,==,"{""0"":""Disabled"",""1"":""Enabled: Block""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Block: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Defender Antivirus\Windows Defender Exploit Guard\Network Protection\Prevent users and apps from accessing dangerous websites"
18.10.42.7.1 (L1) Ensure 'Enable file hash computation feature' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\MpEngine\Enable file hash computation feature"
18.10.42.10.1 (L1) Ensure 'Scan all downloaded files and attachments' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Real-Time Protection\Scan all downloaded files and attachments"
18.10.42.10.2 (L1) Ensure 'Turn off real-time protection' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Real-Time Protection\Turn off real time protection"
18.10.42.10.3 (L1) Ensure 'Turn on behavior monitoring' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Real-Time Protection\Turn on behavior monitoring"
18.10.42.10.4 (L1) Ensure 'Turn on script scanning' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Real-Time Protection\Turn on script scanning"
18.10.42.12.1 (L2) Ensure 'Configure Watson events' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Reporting\Configure Watson events"
18.10.42.13.1 (L1) Ensure 'Scan packed executables' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Scan\Scan packed executables"
18.10.42.13.2 (L1) Ensure 'Scan removable drives' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Scan\Scan removable drives"
18.10.42.13.3 (L1) Ensure 'Turn on e-mail scanning' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Scan\Turn on e-mail scanning"
18.10.42.16 (L1) Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block' (Automated),Enabled: Block,==,"{""0"":""Disabled"",""1"":""Enabled: Block""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Block: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Configure detection for potentially unwanted applications"
18.10.42.17 (L1) Ensure 'Turn off Microsoft Defender AntiVirus' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Antivirus\Turn off Microsoft Defender AntiVirus"
18.10.43.1 (NG) Ensure 'Allow auditing events in Microsoft Defender Application Guard' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Allow auditing events in Microsoft Defender Application Guard"
18.10.43.2 (NG) Ensure 'Allow camera and microphone access in Microsoft Defender Application Guard' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Allow camera and microphone access in Microsoft Defender Application Guard"
18.10.43.3 (NG) Ensure 'Allow data persistence for Microsoft Defender Application Guard' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Allow data persistence for Microsoft Defender Application Guard"
18.10.43.4 (NG) Ensure 'Allow files to download and save to the host operating system from Microsoft Defender Application Guard' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Allow files to download and save to the host operating system from Microsoft Defender Application Guard"
18.10.43.5 (NG) Ensure 'Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting' is set to 'Enabled: Enable clipboard operation from an isolated session to the host' (Automated),Enabled: Enable clipboard operation from an isolated session to the host,==,"{""0"":""Disabled"",""1"":""Enabled: Enable clipboard operation from an isolated session to the host""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Enable clipboard operation from an isolated session to the host Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting"
18.10.43.6 (NG) Ensure 'Turn on Microsoft Defender Application Guard in Managed Mode' is set to 'Enabled: 1' (Automated),Enabled: 1 (Enable Microsoft Defender Application Guard for Microsoft Edge ONLY),==,"{""0"":""Disable Microsoft Defender Application Guard"",""1"":""Enabled: 1 (Enable Microsoft Defender Application Guard for Microsoft Edge ONLY)"",""2"":""Enable Microsoft Defender Application Guard for Microsoft Office ONLY"",""3"":""Enable Microsoft Defender Application Guard for Microsoft Edge AND Microsoft Office""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 1: Computer Configuration\Policies\Administrative Templates\Windows Components\Microsoft Defender Application Guard\Turn on Microsoft Defender Application Guard in Managed Mode"
18.10.49.1 (L2) Ensure 'Enable news and interests on the taskbar' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\News and interests\Enable news and interests on the taskbar"
18.10.50.1 (L1) Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\OneDrive\Prevent the usage of OneDrive for file storage"
18.10.55.1 (L2) Ensure 'Turn off Push To Install service' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Push to Install\Turn off Push To Install service"
18.10.56.2.2 (L1) Ensure 'Do not allow passwords to be saved' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Connection Client\Do not allow passwords to be saved"
18.10.56.3.2.1 (L2) Ensure 'Allow users to connect remotely by using Remote Desktop Services' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Connections\Allow users to connect remotely by using Remote Desktop Services"
18.10.56.3.3.1 (L2) Ensure 'Allow UI Automation redirection' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Allow UI Automation redirection"
18.10.56.3.3.2 (L2) Ensure 'Do not allow COM port redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow COM port redirection"
18.10.56.3.3.3 (L1) Ensure 'Do not allow drive redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow drive redirection"
18.10.56.3.3.4 (L2) Ensure 'Do not allow location redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow location redirection"
18.10.56.3.3.5 (L2) Ensure 'Do not allow LPT port redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow LPT port redirection"
18.10.56.3.3.6 (L2) Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow supported Plug and Play device redirection"
18.10.56.3.3.7 (L2) Ensure 'Do not allow WebAuthn redirection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow WebAuthn redirection"
18.10.56.3.9.1 (L1) Ensure 'Always prompt for password upon connection' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Always prompt for password upon connection"
18.10.56.3.9.2 (L1) Ensure 'Require secure RPC communication' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Require secure RPC communication"
18.10.56.3.9.3 (L1) Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL' (Automated),Enabled: SSL,==,"{""0"":""Enabled: RDP Security Layer"",""1"":""Enabled: Negotiate"",""2"":""Enabled: SSL ""}","To establish the recommended configuration via GP, set the following UI path to Enabled: SSL: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Require use of specific security layer for remote (RDP) connections"
18.10.56.3.9.4 (L1) Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Require user authentication for remote connections by using Network Level Authentication"
18.10.56.3.9.5 (L1) Ensure 'Set client connection encryption level' is set to 'Enabled: High Level' (Automated),Enabled: High Level,==,"{""1"":""Enabled: Low Level"",""2"":""Enabled: Client Compatible"",""3"":""Enabled: High Level"",""4"":""Enabled: FIPS Compliant""}","To establish the recommended configuration via GP, set the following UI path to Enabled: High Level: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Set client connection encryption level"
"18.10.56.3.10.1 (L2) Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)' (Automated)",0 < x <= 900000,expression,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 15 minutes or less, but not Never (0): Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Session Time Limits\Set time limit for active but idle Remote Desktop Services sessions"
18.10.56.3.10.2 (L2) Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute' (Automated),1 minute,==,"{""60000"":""1 minute"",""120000"":""2 minutes"",""300000"":""5 minutes"",""0"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 1 minute: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Session Time Limits\Set time limit for disconnected sessions"
18.10.56.3.11.1 (L1) Ensure 'Do not delete temp folders upon exit' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Temporary Folders\Do not delete temp folders upon exit"
18.10.57.1 (L1) Ensure 'Prevent downloading of enclosures' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\RSS Feeds\Prevent downloading of enclosures"
18.10.58.2 (L2) Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search' (Automated)," Not Installed,Enabled: Disable Cloud Search",one_of,"{""0"":""Enabled: Disable Cloud Search"",""1"":""Enabled: Enable Cloud Search"",""Registry Key Not Found"":"" Not Installed""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Disable Cloud Search: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow Cloud Search"
18.10.58.3 (L1) Ensure 'Allow Cortana' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow Cortana"
18.10.58.4 (L1) Ensure 'Allow Cortana above lock screen' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow Cortana above lock screen"
18.10.58.5 (L1) Ensure 'Allow indexing of encrypted files' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow indexing of encrypted files"
